time,HS,d,f,lw_in,lw_out,rh,sw_in,sw_out,t,max_glob,max_diff,max_direct,max_up,Diff_ratio,Glob_sum_ratio,f_QC1,HS_QC1,lw_out_QC1,d_QC1,sw_in_QC1,lw_in_QC1,t_QC1,sw_out_QC1,rh_QC1
1996-05-19 18:00:00,0.07407159,57.698422,4.4426,262.76544,286.47624,94.65,365.221,304.14938,-4.5059,377.2458501899577,225.58903845363986,257.0314232192755,271.79668015196614,0.5979894499569635,6.1771056701944005,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-19 19:00:00,0.07741454,57.64243,4.4781,247.54644,279.72169,95.446667,222.16135,182.52019,-5.0145333,223.0136262541526,127.90862996096331,130.5849197621628,148.41090100332207,0.5735462541432111,5.625809796034038,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-19 20:00:00,0.07858786,55.820992,3.9461667,253.1142,278.30691,95.923333,144.27879,119.93767,-5.1637667,118.70933598421486,61.84924612333607,27.184039181191675,64.96746878737189,0.5210141696990063,4.876905252684137,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-19 21:00:00,0.07858786,82.723775,3.7939667,207.64872,263.71351,95.73,55.090193000000006,44.999465,-6.3099,100.0,50.0,0.0,50.0,0.5,9.910087755809089,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-05-19 22:00:00,0.07799841,110.63471,3.9822333,197.10144,252.06107000000003,96.226667,16.165762,12.774156,-8.8763333,100.0,50.0,0.0,50.0,0.5,29.48455687364628,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-05-19 23:00:00,0.0783596,77.130031,2.2975333,273.85992000000005,274.22595,97.36,1.9529859,1.9013374,-6.9862333,100.0,50.0,0.0,50.0,0.5,1936.1646514419592,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 00:00:00,0.0779317,53.436421,2.4300667,276.01794,274.91663,97.133333,0.6682345999999999,0.48588459999999994,-6.7427333,100.0,50.0,0.0,50.0,0.5,548.3959418700302,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 01:00:00,0.07752884,54.80392,2.9472,276.4044,274.80523,97.23,0.6303058000000001,0.44806,-6.8295333,100.0,50.0,0.0,50.0,0.5,548.7094901501156,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 02:00:00,0.07734509,29.445227000000006,3.2256667,273.82572000000005,273.56127000000004,97.09,0.53030853,0.49276179999999997,-6.9157,139.92243173671307,75.28420676658493,51.119134940520226,81.93794538937044,0.5380424413166609,3726.620979688856,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 03:00:00,0.0770065,348.28649,1.7815332999999998,274.80042000000003,273.19736,96.9,1.8771283,1.8289531000000003,-7.1443333,259.30813836703487,150.8951542991221,161.96989808753753,177.44651069362794,0.5819144560960104,5382.606369398284,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 04:00:00,0.0770065,3.8513972,1.082,273.8907,272.83345,96.843333,11.627956,10.90842,-7.2516667,423.82613796892207,255.08988738031732,292.5247321804152,309.06091037513767,0.6018738924474316,589.027009029322,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 05:00:00,0.0770065,343.14079,1.8959333,276.91056000000003,274.35221,96.91,42.067624,38.593943,-7.2139999999999995,617.0699139839764,377.47761218985175,432.0430905958188,463.6559311871812,0.6117258411656313,177.6415030579885,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 06:00:00,0.07712966,3.2903517,3.2416333,278.99334,275.58503,96.73,87.77634300000003,81.056485,-6.9873333,821.9509833122756,507.2356227644412,570.5921164632844,627.5607866498206,0.6171117658627244,122.31671909023552,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 07:00:00,0.07731437,3.0070849,3.6958333,281.16504,277.6088,96.583333,144.91093999999995,135.13698,-6.7087667,1020.4240128781324,632.9352081561506,698.5957787800156,786.339210302506,0.6202668696230897,104.40231112856371,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 08:00:00,0.07784068,356.18811,3.4422667,281.3292,278.82306,96.516667,179.19274,167.04648999999995,-6.4765,1194.8316718741887,743.3933921869861,807.2823680550139,925.8653374993511,0.622174160332488,98.37041653795904,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 09:00:00,0.07850716,1.171877,3.367,283.02894,280.70201000000003,96.276667,245.02977,228.86141,-6.2516,1329.513659643743,828.6919844410372,889.2293837427363,1033.6109277149944,0.6233046034766532,82.22934544033795,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 10:00:00,0.07893179,2.2164143,3.6453667,284.63976,283.44616,96.18,330.70996,307.72344,-5.7337667,1412.300452622986,881.1236199945578,938.8518627414261,1099.8403620983888,0.6238924715757872,61.44037690885717,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 11:00:00,0.07933825,7.1874996,3.7465,288.10422,287.39343,96.093333,404.84131,376.74552,-4.9272,1435.6905533150073,895.937350432838,952.7761678823164,1118.552442652006,0.6240462809789478,51.09984639389055,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 12:00:00,0.07972902,0.80460104,4.8954333,289.14048,287.72763,96.036667,390.76389,364.88409,-4.4292667,1397.5793400121465,871.8002486743594,930.067085396345,1088.063472009717,0.6237930282131836,54.00271022234125,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 13:00:00,0.07994401,2.8752639,4.9308667,293.14872,290.97309,95.936667,419.95726,391.792,-3.7307,1301.4626723652495,810.926359164658,872.2906998439142,1011.1701378921997,0.6230884499291082,46.20808302019039,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 14:00:00,0.08012419999999999,9.4345829,5.6482333,293.97978,291.76403,95.94,439.26899,408.24171,-3.1993,1156.0941322055983,718.8596170635456,783.4083534883572,894.8753057644786,0.6218002470889668,37.2605698019807,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 15:00:00,0.08010369999999999,12.466897,6.3956667000000005,295.26228,292.8149,96.77,373.11589,345.44731,-3.0350667,974.6312624891574,603.9331329097997,669.5096439918445,749.7050099913259,0.6196529458406516,35.225199937588364,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 16:00:00,0.08045844,24.953681,5.7995,296.81496,295.46251,95.903333,381.44494,348.28155,-2.2805333,773.3611020257657,476.462031282985,538.4053427612471,588.6888816206126,0.6160925731006198,23.319724009691587,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 17:00:00,0.07778989,21.483325,5.3186,297.6870600000001,295.8004200000001,95.416667,369.13545,339.6051700000001,-1.9224,570.150385096216,347.7619105609368,399.11679510124685,426.12030807697283,0.6099476903839153,19.307313885822218,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 18:00:00,0.08026909,25.369976,5.7930333,298.21374,294.73841,97.553333,224.21061,207.59419,-2.2128333,382.8423346948444,229.1334786400681,261.3302504173396,276.2738677558755,0.5985061156381923,23.040001076937408,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 19:00:00,0.08040563,29.623243,4.8701333,297.15012,293.38675,98.236667,125.28313,116.20037,-2.3199333,228.05649785213907,131.10244863968808,135.021840535845,152.44519828171127,0.5748682886671733,25.10872222233542,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 20:00:00,0.07864647,39.725796,6.0087333,295.5051,291.6377700000001,98.996667,67.107926,62.087917,-2.7635333,122.25635122805906,64.09568911110408,31.413354258911255,67.80508098244725,0.5242728779917446,24.353811164095294,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 21:00:00,0.07314418,48.367755,6.6611333,294.06528,290.04847,99.233333,46.594072,43.032863,-3.1725,100.0,50.0,0.0,50.0,0.5,28.08035136382056,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 22:00:00,0.07065863,47.25411500000001,7.1684667,293.07348,288.71909,99.423333,16.906624,15.516283,-3.4392,100.0,50.0,0.0,50.0,0.5,71.92480118186828,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-20 23:00:00,0.05656488,47.127791,6.7617,292.39974,287.64594,99.13,1.7314566999999998,1.5352133,-3.6302333,100.0,50.0,0.0,50.0,0.5,509.5712773015552,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 00:00:00,0.05127681,45.992632,6.8438333,292.28688,287.21891,99.146667,0.6162388000000001,0.60616613,-3.7474333,100.0,50.0,0.0,50.0,0.5,9927.854282925862,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 01:00:00,0.04763243,39.841368,4.8305333,292.0851,287.0221,99.106667,0.547571,0.53041273,-3.7815667,100.0,50.0,0.0,50.0,0.5,5828.093391699736,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 02:00:00,0.02122225,48.880281,5.5364333,292.1056200000001,286.67676,99.03,0.66785253,0.6302015999999999,-3.8489333,143.82746941594064,77.7573972967624,55.249604550363934,85.0619755327525,0.5406296697878522,3820.024350419507,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 03:00:00,0.01925733,48.781922,3.9498667,292.19796,286.70647,98.983333,1.8384701,1.5628263,-3.8688333,264.19772566731166,153.9918929226307,166.09113728804175,181.35818053384932,0.5828660808251751,958.4751250248022,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 04:00:00,0.01775541,40.250854,3.7704667,292.13298,286.68047,98.97,7.5256019,6.8237454,-3.8875,429.0631095720048,258.40663606226974,296.4420734457307,313.2504876576038,0.6022578737194004,611.325975569087,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 05:00:00,0.01775541,38.614005,3.5826,292.5228600000001,287.16321,98.963333,33.404436,30.243355,-3.8643667,622.4023600903107,380.8548280571968,435.723971081784,467.9218880722485,0.6119109638368574,196.89541650160547,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 06:00:00,0.01677713,44.176772,3.4916667,294.3081,288.84535,98.95,87.08827600000002,78.38618699999998,-3.6780333,827.2500467104069,510.5916962499244,574.0419652860321,631.8000373683255,0.6172156753333684,95.06338612606729,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 07:00:00,0.01677713,28.303667,3.4760333,294.67404,290.29355,98.933333,133.91089,120.67402,-3.4264333,1025.6302409063176,636.2324859073345,701.8405501951661,790.504192725054,0.6203331966353836,77.4828370231269,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 08:00:00,0.01677713,28.730999999999998,2.2190333,297.05094,294.8943700000001,98.753333,234.89806,211.61283,-2.8943333,1199.935156926284,746.6255993866465,810.3632683425408,929.9481255410271,0.6222216217909466,51.53202939916354,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 09:00:00,0.0186146,28.580667,0.0,297.55368,295.34368,98.97,274.13631000000004,249.55900000000003,-1.9917667,1334.5409591324867,831.8759407839082,892.1990652735667,1037.632767305989,0.6233423823309747,54.299716247729556,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 10:00:00,0.01949268,28.583000000000002,0.0,298.6686,297.20035,98.466667,304.8266799999999,278.64817,-1.6385,1417.302347946514,884.2914870327921,941.7704643074138,1103.841878357211,0.6239257899445486,54.139916593668595,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 11:00:00,0.01949268,28.952333000000007,0.0,298.395,297.4937,98.226667,372.32049,334.90575,-1.6196667,1440.729382616472,899.1286089904323,955.7070370008474,1122.5835060931774,0.6240787616599779,38.50699971766401,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 12:00:00,0.01949268,30.832004,0.6184,301.1823,300.7725700000001,97.336667,463.77336,412.13184,-1.0276,1402.7160665731292,875.0535088296485,933.0723476058374,1092.1728532585032,0.6238279646767192,27.162563506518183,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 13:00:00,0.01990022,43.670966,3.5107333,303.92856,302.71465,96.556667,476.93729,399.91265,-0.74866667,1306.7443341943786,814.2714116564398,875.4269283049656,1015.3954673555028,0.6231298581894725,16.96527675032792,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 14:00:00,0.01980725,59.960286,3.8381333,303.07014,303.27165,96.52,477.26031,439.48087,-0.8388,1161.542380418401,722.3101742649874,786.7225988399451,899.2339043347208,0.6218543433643832,30.74535727417877,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 15:00:00,0.02124084,74.17080899999998,2.2447,305.1666,304.63073,95.963333,515.6337,472.98811,-0.72276667,980.2324329325463,607.4805408572794,673.0360336274641,754.185946346037,0.6197311172819381,22.98555215046965,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 16:00:00,0.02346289,85.70460600000001,1.7954,304.34922,304.0440200000001,95.833333,473.93981,431.81869000000006,-0.52586667,779.0575357781463,480.0697726594926,542.1623087496312,593.246028622517,0.6162186367660052,18.495651012559662,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 17:00:00,0.02765706,73.318986,1.9134667,301.21308,301.95713,95.25,415.35162,375.21378,-0.49543333,575.8308206894574,351.3595197699897,403.1045050928053,430.6646565515658,0.6101783842505993,14.346333053533941,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 18:00:00,0.03265486,71.780764,1.9158667,293.10426,298.24008,96.333333,273.01095,243.21322,-0.9933,388.322890997211,232.60449763156694,265.52562987957646,280.65831279776876,0.598997646093538,13.031962199711566,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 19:00:00,0.03513545,68.736666,2.2733,290.46744,295.64075,97.196667,208.99741,184.4861,-1.4455667,233.01320940834816,134.24169929195384,139.35401572003852,156.4105675266785,0.5761119707883151,9.506354797371012,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 20:00:00,0.03840582,63.624355,0.96136667,286.29504,292.26533,97.95,98.583967,88.084775,-1.7404667,125.83854287877632,66.36441048989167,35.57109163365424,70.67083430302105,0.5273774550442968,11.985545447571225,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 21:00:00,0.03724173,48.503363,1.4227667,286.5481200000001,290.7020100000001,98.743333,50.150071,44.314871,-2.3458333,100.0,50.0,0.0,50.0,0.5,17.13737318343844,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 22:00:00,0.03874658,43.777659,1.9947333,296.48322,294.50818,99.92,12.656132,11.396041,-2.2775667,100.0,50.0,0.0,50.0,0.5,79.3593478566231,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-21 23:00:00,0.03930163,20.163325,1.1381,297.51948,294.73469,100.0,2.0923013,1.7516367,-2.3152,100.0,50.0,0.0,50.0,0.5,293.5438551584168,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 00:00:00,0.04268147,54.017157,0.8517,299.5030799999999,296.2757299999999,100.0,0.9776044,0.8468334000000001,-2.1149667,100.0,50.0,0.0,50.0,0.5,764.6955364721538,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 01:00:00,0.04964139,127.00056,3.3002333,296.19252,296.22745,99.993333,0.54399347,0.5609086,-1.5578,100.0,50.0,0.0,50.0,0.5,-5911.867068121853,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 02:00:00,0.05315644,142.11427,1.7989,286.62678,289.85909,99.583333,0.5919601999999999,0.7639944000000001,-2.5975667,147.67774677538335,80.19590629107613,59.261862867546164,88.14219742030669,0.5430466542332437,-858.4208650104645,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 03:00:00,0.05315644,87.577907,1.3593667,300.7377,297.17807,100.0,2.8705016,2.6399417,-1.6209,268.94458981697403,156.99824021741685,170.07185065740532,185.1556718535792,0.5837568263569068,1166.4846741214506,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 04:00:00,0.05284303,67.99789,1.5500333,296.2233,294.64557,99.923333,15.771052,14.678029,-1.9918667,434.12564017269466,261.6129054427066,300.21821157267385,317.30051213815574,0.602620258362619,397.17887013603115,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 05:00:00,0.04927039,40.156928,1.7815667000000002,298.57968,295.88954,99.563333,54.350373,51.092039,-1.8688,627.5451687086154,384.11194018212296,439.26699390552125,472.03613496689223,0.6120865227479355,192.59694331784766,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 06:00:00,0.04813309,54.485476,2.1704333,297.3006,296.44654,98.693333,91.772413,86.37138,-1.6930333,832.3532073778633,513.8236980059801,577.3591065229738,635.8825659022907,0.6173144927556212,154.1100021751142,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 07:00:00,0.04471381,63.25409200000001,3.4857,295.23834,297.14465,98.546667,139.38834,129.25315,-1.5008667,1030.6403623992621,639.4055628528658,704.9588501791297,794.5122899194096,0.6203963925538218,101.68929861199076,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 08:00:00,0.03941433,62.29362,2.7838667,301.24386,301.48553,97.19,229.16706,216.20111,-0.82773333,1204.8466014236938,749.7361809016726,813.3244915644599,933.8772811389549,0.6222669176439184,92.92389693186341,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 09:00:00,0.03865593,40.002066,2.6878,303.32322,303.21595,94.26,325.49649,302.38145,-0.25736667,1339.3830898680005,834.9426235830667,895.055919008763,1041.5064718944004,0.6233785015647408,57.944225485571266,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 10:00:00,0.03638627,35.288542,2.6961333,303.82596,301.57094,96.566667,394.64013,364.98481,-1.3528333,1422.1274534844028,887.3473872067883,944.5826546033562,1107.7019627875222,0.6239577085954344,47.95522197988091,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 11:00:00,0.03437161,23.419283,2.8069,305.57016,304.09972,96.806667,494.82496,451.11653,-1.5663,1445.600180835652,902.2134478625795,958.5370282022772,1126.4801446685217,0.6241099439687678,33.073715547221745,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 12:00:00,0.03437161,30.273572,2.6308667000000003,309.87594,310.55349,95.323333,734.14805,649.99265,-0.9147,1407.6930058295657,878.2055703587248,935.9809961468525,1096.1544046636525,0.6238615711819856,16.72730455597105,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 13:00:00,0.03495367,19.986435,2.5340667000000003,306.83556,309.23897,95.37,710.84198,606.08625,-0.56113333,1311.8733526791095,817.5197900301026,878.4692425643093,1019.4986821432876,0.6231697506169803,12.523165584155716,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 14:00:00,0.04710866,23.822601,2.9026333,307.98126,306.63221,96.34,602.75185,511.23993,-0.67313333,1166.8438320855387,725.667760320841,789.943880735645,903.4750656684308,0.6219064971392366,12.750730528717341,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 15:00:00,0.04710866,29.990948,1.6040667,270.2826,310.82828,93.233333,766.00893,601.77584,-0.10563333,985.691628819073,610.9380315854128,676.4686067972797,758.5533030552583,0.6198064523662019,6.001784590541853,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 16:00:00,0.05257518,8.3712182,1.6801,263.98638,307.3860200000001,94.296667,621.83781,488.5938,-0.2916,784.6166563788431,483.5905490399339,545.8228941180178,597.6933251030745,0.616339896825282,5.888569822979983,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 17:00:00,0.05486566,61.388285,3.5111333,230.86368,298.56685,94.343333,567.60866,430.17928,-0.47006667,581.3801967244946,354.87412459217984,406.99185102425,435.1041573795956,0.6103994023042862,4.230392342048655,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 18:00:00,0.05813474,37.624301,3.3996667,292.3074,302.87432,97.573333,401.81257,317.9176700000001,-0.7739,393.6839220514283,235.9998172992379,269.61600736087377,284.9471376411426,0.5994652158246088,4.6925846750091935,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 19:00:00,0.0606086,62.91861899999999,3.3537667,240.67224,297.6942200000001,98.12,280.28758,203.04759,-0.9711,237.8781533710898,137.32283046835687,143.57927149261417,160.30252269687185,0.5772822284110022,3.079727915178263,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 20:00:00,0.06295341,60.513102,3.6947,250.93224,296.1346200000001,98.976667,163.00041000000004,114.20876,-1.1359667,129.43619409266518,68.6429229253546,39.650339644283775,73.54895527413213,0.5303224759236367,2.652834943943586,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 21:00:00,0.06431401,41.468095,2.9555333,244.14696,293.53529,99.073333,44.932429,37.057341,-1.5168,100.0,50.0,0.0,50.0,0.5,12.698270800275505,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 22:00:00,0.06480108,25.674528,2.9701333,302.47848,300.60919,100.0,12.802915,11.815828,-1.0961333,100.0,50.0,0.0,50.0,0.5,101.30819269223475,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-22 23:00:00,0.06505897,40.400191,4.3346333,293.54544,298.32177,100.0,2.4880876,2.3711057,-1.4078,100.0,50.0,0.0,50.0,0.5,854.8330981117601,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-23 00:00:00,0.06505897,39.314651,3.4437333,301.02498,298.14353,100.0,0.9671844,0.75030947,-1.7163,100.0,50.0,0.0,50.0,0.5,461.09524969068576,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-23 01:00:00,0.06505897,41.261008,3.4896,300.16314,297.5382600000001,100.0,0.70244693,0.55410087,-1.8583667,100.0,50.0,0.0,50.0,0.5,674.0994671513349,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-05-23 02:00:00,0.06502691,47.719851,3.1114333,299.36286,297.07781,100.0,0.88813133,0.73686767,-2.0033,151.46137328729733,82.59220308195498,63.15177309428698,91.16909862983786,0.5453020878484387,1001.3070772404774,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-05-23 03:00:00,0.06494779,51.748536,4.8083333,301.14468,297.3154600000001,100.0,2.3127537,1.9997369,-1.9442333,273.54469612805025,159.9116408810985,173.91105651303712,188.83575690244018,0.5845905372855101,873.8978103668885,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-05-23 04:00:00,0.06401327,38.188449,4.3189333,301.17204,297.03696,100.0,12.44999,11.223903,-1.9335,439.0114985644207,264.7072824241331,303.8526976087027,321.20919885153654,0.6029620711296468,358.05901095470455,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-05-23 05:00:00,0.06346669999999999,32.545,3.7328,301.42854,297.29318,100.0,37.225797,33.478418,-1.9415333,632.4969915082801,387.2480946219107,442.6719846982955,475.99759320662406,0.6122528641574435,168.78383304925381,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-05-23 06:00:00,0.06307386,33.135,3.7162667,301.7295,297.51227,99.993333,84.030353,74.491538,-1.8906333,837.2596981706789,516.9311421747633,580.5435676047999,639.8077585365431,0.6174083660114077,87.7739738291055,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-23 07:00:00,0.06313788,33.089667,3.2114667000000003,302.2425,297.93187,99.923333,116.63106,103.35251,-1.8778333,1035.4540111702822,642.4542070745119,707.9508491223731,798.3632089362256,0.6204565341809847,77.97944889843255,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-23 08:00:00,0.06104012,33.090667,2.8107333,304.25688,299.61773,99.81,170.38437,149.82571000000004,-1.5534667,1209.565886517986,752.7250614613911,816.1662883065384,937.6527092143888,0.6223100947632407,58.83486017658686,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-23 09:00:00,0.06101519,33.132333,3.6075333,304.66044,302.13165,98.89,312.34992,268.87768,-1.0664,1344.0400324244033,837.8920205354553,897.8002092305447,1045.2320259395226,0.623412993900227,30.917202159916382,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-23 10:00:00,0.05943823,24.967083,3.1232,303.41556,299.53975,97.82,254.08823,217.34731,-0.95413333,1426.7757065227358,890.2912807977326,947.2886448694808,1111.4205652181888,0.6239882531834696,38.83342351042748,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-23 11:00:00,0.05922614,23.323532,0.92043333,305.9908200000001,303.19367,97.746667,316.70895,269.58277000000004,-0.79806667,1450.3027107863388,905.1917168313479,961.2662369418192,1130.242168629071,0.6241398503217046,30.774883743735213,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-23 12:00:00,0.05922614,43.154265,3.8235667,312.7077,309.8665299999999,94.283333,607.2914900000002,482.52936,0.24816667,1412.5096343953742,881.2561017837369,938.7929560899581,1100.0077075162992,0.6238938696945308,11.321621668332948,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-23 13:00:00,0.06021096,44.239854,4.5680667,307.65636,306.45397,93.316667,540.3256299999998,435.09752,0.52336667,1316.84883267381,820.6709273600795,881.4173544849579,1023.479066139048,0.6232081519134883,12.51423058604599,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-23 14:00:00,0.06053992,56.09451899999999,4.8777333,312.30756,307.46029,92.3,645.4807900000002,544.23313,0.78826667,1171.9971641897694,728.9315373201871,793.0716695616127,907.5977313518154,0.6219567415285646,11.575548157752651,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-23 15:00:00,0.06165108,51.584054,4.2530667,309.89646,306.11977,92.036667,522.49006,447.34102,0.81063333,991.0070699130949,614.3044776116267,679.8065802806865,762.805655930476,0.6198790061765123,13.187221951379492,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-23 16:00:00,0.06203994,44.078622,3.3790667,308.97648,305.40681,93.043333,412.43402,350.04948,0.59223333,790.0362100941218,487.0229330596104,549.3860657016784,602.0289680752974,0.6164564697630611,12.663974281033767,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-23 17:00:00,0.06267833,46.235536,3.9852667,298.77462,302.59582,95.723333,321.60288,263.72673,-0.13373333,586.795742376217,358.3039701716041,410.77756386428933,439.43659390097355,0.6106110598564667,10.138817844245281,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-23 18:00:00,0.06322155,58.71387900000001,4.1667,286.16508,302.87803,94.14,392.51098,311.08563,0.0393,398.92193059670376,239.31722271124568,273.59987067947594,289.137544477363,0.5999099180966992,4.899235073557603,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-23 19:00:00,0.06373014,69.25636,4.0065667000000005,264.25998,298.40347,95.856667,222.26555,168.2309,-0.71516667,242.64598793410164,140.34245902493103,147.69553739370835,164.11679034728132,0.5783835958707282,4.490562776553594,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-23 20:00:00,0.0638673,46.285085,2.6005667000000003,296.68842,299.56945,98.343333,78.67655699999997,68.679609,-1.0526666999999998,133.03216406771543,70.92037057621977,43.64474175938849,76.42573125417235,0.5331069450251159,13.30727778795246,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-23 21:00:00,0.06400281,27.649935,3.9062,303.00174,299.2092600000001,99.93,24.09104,21.324877,-1.3321333,100.0,50.0,0.0,50.0,0.5,36.15115956651869,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-23 22:00:00,0.0642094,25.561115,3.9283667,301.5072,297.93187,100.0,8.8016351,7.6558171,-1.6649667,100.0,50.0,0.0,50.0,0.5,87.27389515612425,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-23 23:00:00,0.06551746,42.637991,4.3291,302.38272,298.18438,100.0,2.5397361000000003,1.9340562,-1.7151,100.0,50.0,0.0,50.0,0.5,165.10371237348298,Good,Good,Good,Good,Good,Good,Good,Good,Good
