time,HS,d,f,lw_in,lw_out,rh,sw_in,sw_out,t,max_glob,max_diff,max_direct,max_up,Diff_ratio,Glob_sum_ratio,f_QC1,HS_QC1,lw_out_QC1,d_QC1,sw_in_QC1,lw_in_QC1,t_QC1,sw_out_QC1,rh_QC1,f_QC2,HS_QC2,lw_out_QC2,d_QC2,sw_in_QC2,lw_in_QC2,t_QC2,sw_out_QC2,rh_QC2
1996-07-12 02:00:00,1.2011223999999998,174.84011999999996,6.1267333,232.67628,294.096,73.67699999999998,0.78104847,1.5417085,0.82046667,165.1303365448932,91.249213145099,76.74375675918769,102.10426923591456,0.5525890339373924,-217.0882260566435,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-12 03:00:00,1.1992358,163.78213,5.7120333,233.57916,294.73469,81.53,6.4358435,6.0462745,0.27323333,284.3699359752353,166.76762611764906,182.65519992284987,197.49594878018826,0.5864460514988202,729.9603817943303,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-12 04:00:00,1.1992358,177.45519,5.6825667,244.52316000000002,296.07149,76.333333,37.379319,23.040009,0.55396667,445.4150643558281,268.76287409202445,308.20618391734934,326.3320514846625,0.6033987074072517,31.062517258907718,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-12 05:00:00,1.1993886999999999,189.09886,6.8787332999999995,238.58262000000002,295.79299,68.756,74.796497,46.450276,0.90143333,634.9827243526903,388.82239209003717,443.7858166096062,477.9861794821522,0.6123353867404941,22.400965700249433,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-12 06:00:00,1.1995399,207.68347,7.1147333,270.4194,302.02397,80.051333,103.28304,66.08641899999999,1.2083333,837.3874393136705,517.0120448986578,579.8336283599261,639.9099514509363,0.6174107953212257,22.51245991708952,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-12 07:00:00,1.1997045,209.64242,7.1003333,298.93536,306.63964,93.666667,125.11294,80.278806,1.5960333,1035.4039460477127,642.4224991635514,706.9514958973027,798.3231568381703,0.6204559115461858,23.094099376330384,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-12 08:00:00,1.2000792,193.62649,4.8384333,313.7166,307.41573,96.166667,164.4276,107.14886000000001,1.4198667,1211.794620737289,754.1365931336163,816.4145952029187,939.4356965898312,0.6223303687177445,21.1560977203285,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-12 09:00:00,1.2019398000000001,186.07533,4.4790667,314.94096,308.80823,96.81666700000001,258.38821,163.3335,1.3239,1350.9604492508158,842.2749511921834,900.7271819524119,1050.7683594006526,0.6234638117342907,14.21245143192605,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-12 10:00:00,1.2107846000000002,180.88154,5.5326333,307.96416,308.10269,94.093333,325.03801,206.87868,1.476,1440.4635676139496,898.9602594888347,954.1195589071854,1122.3708540911596,0.6240770538736458,12.19085761246234,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-12 11:00:00,1.2146601000000001,195.11332,6.5768667,307.34172,308.52601,91.806667,364.81809,234.90847999999997,1.4049333000000002,1472.2481866439675,919.0905182078461,972.9357785541413,1147.798549315174,0.6242768892811066,11.332865879929649,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-12 12:00:00,1.2146601000000001,194.41834,6.848,311.66802,308.67082999999997,95.133333,367.24942999999996,238.58674,1.0733333,1443.4331725638053,900.84100929041,955.880663304521,1124.7465380510444,0.6240960970090144,11.218739267489317,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-12 13:00:00,1.2161621999999999,180.39948,5.0634667,312.4512,308.80823,95.19,357.14203,234.37011,1.1656,1356.5964084123716,845.8443919945018,904.1076239092273,1055.2771267298974,0.6235048145117795,11.049728703537193,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-12 14:00:00,1.2161621999999999,155.94986,6.0439,308.94912,308.01729,95.71333299999999,331.1476,217.57655,1.1768667,1219.5225575742475,759.0309531303569,821.1408546021556,945.6180460593982,0.6224000929020497,10.73797026244142,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-12 15:00:00,1.2195597,156.30348,7.4119,308.84652,307.1186600000001,96.7,244.35595,164.04553,1.2007667,1044.4394688260415,648.1449969231596,712.6375899276086,805.5515750608333,0.6205673150706186,13.005030590377212,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-12 16:00:00,1.2241022,149.6165,5.8997667,309.7186200000001,307.1298,97.143333,244.53309,162.1873,1.1836,846.8202526154851,522.9861599898072,586.0081985786952,647.456202092388,0.6175881580235175,10.28371034652148,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-12 17:00:00,1.2263322,141.08736000000005,5.4455667000000005,305.3547,307.39345,97.51,311.70387999999997,196.60109,1.2661,643.8756562405454,394.4545822856787,449.92483906589547,485.1005249924363,0.6126254012907029,5.5939187594023165,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-12 18:00:00,1.2283721,148.90304,5.8263667,303.71652,305.91183,97.92,196.91369,124.20119,1.4024333,452.9086011168341,273.50878070732824,313.7681248939027,332.3268808934673,0.6038939866297061,6.228758481923108,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-12 19:00:00,1.2288423000000002,146.85338000000004,7.2482667,307.0818,306.3537100000001,98.66,109.03835,70.415234,1.4591333,289.7827564816659,170.19574577172173,187.1131219231156,201.82620518533275,0.587321853922974,7.502832150613274,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-12 20:00:00,1.2314907,153.58995,7.5963667,281.00772,306.02693999999997,98.42666700000001,101.55957,61.814913,1.7119332999999999,168.05355652749282,93.10058580074543,79.6035877546645,104.4428452219942,0.5539935466079505,4.228330779845272,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-12 21:00:00,1.234089,148.21736,9.7707,280.61784,305.81157,98.01333299999999,66.87451800000001,41.035697,2.1248,100.93032858913384,50.58920810645144,2.2254640970772783,50.74426287130708,0.5012290043401074,3.9061506943034985,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-12 22:00:00,1.2376661,145.04007,9.987333300000001,256.8762,305.52564,98.19,20.216641,13.970267999999999,2.2293333,100.0,50.0,0.0,50.0,0.5,16.00929051146962,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-12 23:00:00,1.2376661,142.19523999999996,10.974667,295.30674,306.14577,98.233333,4.712375499999999,3.4399546,2.2969,100.0,50.0,0.0,50.0,0.5,78.59034695201889,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-13 00:00:00,1.2426245,143.9268,9.926666699999998,310.93613999999997,306.3314299999999,98.44,1.06284,0.9215448,2.2834,100.0,50.0,0.0,50.0,0.5,707.7381255697293,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-13 01:00:00,1.2426245,140.78693,7.0772333,316.4286600000001,306.71391,99.01333299999999,0.326667,0.5742461999999999,2.1541667,100.0,50.0,0.0,50.0,0.5,-403.91115247161315,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-13 02:00:00,1.2430485,53.599761,3.1104333,320.9704200000001,307.29319,99.876667,0.4229478,0.6120708,2.3398667,161.88668613139146,89.19490121654795,73.54618859076342,99.5093489051132,0.5509711968787541,-855.9862424527499,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-13 03:00:00,1.2461376,66.406314,1.9492667000000001,319.77,305.8264200000001,100.0,1.2039268,0.938842,1.8025,280.45779328656016,164.28993574815476,179.42192684629,194.3662346292481,0.585792014630487,1057.9927377449028,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-13 04:00:00,1.2445826,65.902594,2.2152,319.7871,306.16062,100.0,8.6381105,5.861771,1.3017333,441.1725721615492,266.07596236898115,305.05225460884634,322.9380577292393,0.6031108440520846,158.9044035002021,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-13 05:00:00,1.2445826,62.979482,2.6801,318.5901,306.22003,100.0,23.925362,16.09369,0.96346667,630.5959596319723,386.04410776691566,440.75687636280077,474.47676770557786,0.6121893137282679,80.5186886825664,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-13 06:00:00,1.2461376,55.014683999999995,2.8107,317.7487799999999,306.61736,100.0,46.961898,31.849425,0.80493333,832.9841258406673,514.2232796990893,576.9541330401281,636.3873006725337,0.6173266257386634,55.118981905917536,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-13 07:00:00,1.2471028,57.115002000000004,1.9955,318.9252600000001,307.38973,100.0,88.032328,59.33321700000001,0.8171,1031.0735160081726,639.6798934718428,704.2320599572438,794.8588128065381,0.6204018273579363,35.92701934245186,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-13 08:00:00,1.2484094,43.286074,1.8468333,321.39792,308.40719,100.0,159.43642,104.92593000000001,1.0088667,1207.593575642673,751.4759312403594,813.8533792868595,936.0748605141383,0.6222920909797232,22.15341626249686,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-13 09:00:00,1.2495166000000002,333.00585,1.7895332999999998,321.10038,309.14243,100.0,203.22126,133.77196,0.92596667,1346.9150877347522,839.7128888986763,898.3106482690288,1047.5320701878018,0.6234341693438962,19.394221219432765,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-13 10:00:00,1.2511527,289.3259,1.7928,321.7057200000001,309.78855,100.0,221.92862999999997,147.38743,0.83193333,1436.5733551990686,896.4964582927437,951.8236254970392,1119.2586841592552,0.6240519880507698,19.272205910276046,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-13 11:00:00,1.2511527,328.324,2.6322667,323.67906,309.98163999999997,100.0,293.69812,194.71159,1.1038,1468.490729314902,916.7107952327713,970.7275694754103,1144.7925834519215,0.6242537163720783,14.83525818426913,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-13 12:00:00,1.2540523000000001,331.11432,2.5075667,327.0204,311.76403999999997,100.0,412.11795,267.75579,1.1906,1439.770896103005,898.5215675319032,953.7208207706788,1121.816716882404,0.6240726006921733,9.973326085610003,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-13 13:00:00,1.2565148000000002,336.0605,3.9013332999999997,324.60587999999996,310.48294,100.0,412.95155,271.57993,1.1697,1352.9846330627538,843.5569342730772,901.9530572800332,1052.387706450203,0.6234785774052112,9.570411890751156,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-13 14:00:00,1.2574456,332.22676,6.3623667,322.84116,310.1747299999999,100.0,401.43397000000004,261.92059,1.0085,1215.918457413606,756.7483563619505,818.9477583710187,942.734765930885,0.6223676857177072,8.715425412341139,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-13 15:00:00,1.2585972,333.46334,6.7950667000000005,321.8904,309.92965,100.0,399.07905,259.33991000000003,0.91553333,1040.811377872868,645.8472059861496,710.3645525862895,802.6491022982942,0.6205228149081955,7.448245193672068,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-13 16:00:00,1.2616546,332.6233299999999,7.4184,322.13664,309.76627,100.0,360.99743,234.85637999999997,0.97516667,843.1569826904398,520.6660890372783,583.6192614895501,644.5255861523517,0.6175197498523689,6.684239450126977,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-13 17:00:00,1.2652629,326.00043,6.9739667,321.28848,309.28353,100.0,279.04065,181.07529,1.0004,640.1961668880085,392.12423902907204,447.3925310815625,482.1569335104068,0.6125063836842176,6.5349238433667605,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-13 18:00:00,1.2683691000000001,322.96751,6.8556667000000004,321.7536,309.11643,100.0,213.74199,137.64473,1.1959333,449.2744727959417,271.2071661040964,311.07720333914983,329.4195782367533,0.6036558552198833,5.903950717751753,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-13 19:00:00,1.2688233,332.02667,5.9809667,320.05728,307.80191,100.0,146.67192,92.699793,1.0934667,286.32421935334867,168.0053389237875,184.26954904141587,199.05937548267892,0.5867660769431959,5.305038642507987,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-13 20:00:00,1.2701978999999999,327.20311,6.1329332999999995,318.52853999999996,307.14837,100.0,87.578016,55.546935999999995,0.95556667,165.06491289673585,91.2077781679327,76.6804862764716,102.05193031738868,0.5525570308512023,5.1532734112223455,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-13 21:00:00,1.2715771,340.3939299999999,6.2188,316.96902,306.72505,100.0,34.565919,22.445722,0.92543333,100.0,50.0,0.0,50.0,0.5,8.250690974742406,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-13 22:00:00,1.2715771,324.04329,4.6249332999999995,314.16462,305.80043,100.0,10.323962,6.903979400000001,0.46226667,100.0,50.0,0.0,50.0,0.5,29.239914846350395,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-13 23:00:00,1.2725258999999998,317.64667000000014,4.9069667,313.55586,305.85613,100.0,2.6214636000000002,1.9335352,0.35806667,100.0,50.0,0.0,50.0,0.5,145.3639652033555,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-14 00:00:00,1.2731287,319.60662,6.1715,311.86296,305.38825,100.0,0.65357713,0.7944208,0.1545,100.0,50.0,0.0,50.0,0.5,-710.0070596001932,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-14 01:00:00,1.2731306,320.71925,5.8370667,310.33422,304.99463,100.0,0.5504886,0.6911586,-0.1066,100.0,50.0,0.0,50.0,0.5,-710.8836283500392,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-14 02:00:00,1.2736395,315.43977,4.4346333,310.2966,304.98721,100.0,0.67077013,0.8601709999999999,-0.13873333,158.55954988189387,87.08771492519945,70.23713929787917,96.8476399055151,0.5492429499835766,-837.1637885395876,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-14 03:00:00,1.2730854999999999,309.13999,6.0381667000000006,310.52916,304.97235,100.0,2.2367225,1.8375669999999997,-0.14756667,276.42236494332036,161.7341644641029,176.0746117762936,191.13789195465628,0.5850979695411621,692.5179909667296,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-14 04:00:00,1.2735944,318.88407,5.8009333,310.71726,305.14317,100.0,7.3873979000000025,5.4297578,-0.1246,436.79343066489713,263.30250608776817,301.79014221588847,319.43474453191766,0.6028078437145059,223.12243740046847,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-14 05:00:00,1.2745416999999999,312.36657,5.8683333,310.5565200000001,305.84499,100.0,39.468529,26.412963,-0.13126667,626.0676613159122,383.1761855000778,437.6262636400762,470.8541290527297,0.6120363806919712,47.954080375826884,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-14 06:00:00,1.2755469,314.3202,6.7887333,311.2371,305.9898100000001,100.0,50.03197700000001,33.875766999999996,-0.1203,828.4376652337785,511.3438546480597,573.9786009390008,632.7501321870228,0.6172387810297864,51.27673292398267,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-14 07:00:00,1.2785768,317.78274,6.4496332999999995,310.76172,307.10008999999997,100.0,102.71029,73.42974,-0.12833333,1026.5990943505776,636.8460930886993,701.42073387655,791.2792754804622,0.6203454655213441,35.0607858920197,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-14 08:00:00,1.2796346,319.95311,6.7403667,312.12972,306.8141700000001,100.0,108.90288999999999,79.453542,-0.1156,1203.2469656909732,748.7230782709496,811.2025825798213,932.5975725527783,0.6222522055902214,40.85818693476586,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-14 09:00:00,1.2796346,314.27365,6.8768,311.9211,307.28947,100.0,135.11614,99.070929,-0.0977,1342.7209783993508,837.0566196529221,895.8048264500666,1044.1767827194803,0.6234032484178299,37.25102284459789,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-14 10:00:00,1.2781131000000001,313.30981,6.823,312.30756,307.72765,100.0,165.67453,123.14356000000001,-0.094166667,1432.529230591651,893.9351793747122,949.4366531539816,1116.0233844733207,0.6240257862001928,33.682025841208194,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-14 11:00:00,1.2751540000000001,323.06057999999996,6.7115333,311.95872,306.74733,100.0,169.12702,124.20987,-0.0928,1464.5723049306735,914.2291264560932,968.4246466558703,1141.6578439445386,0.6242294240975482,32.60608264172312,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-14 12:00:00,1.2751540000000001,318.97238,4.1710667,312.9471,307.79449,100.0,203.90898,148.54752,-0.015966667,1435.9392149014584,896.0948361042571,951.4609204165628,1118.7513719211668,0.6240478892177561,25.93752431567841,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-14 13:00:00,1.2751540000000001,310.41438,5.9158333,313.89102,308.38491,100.0,287.1474100000001,201.25535,0.077533333,1349.1944952381734,841.1565136508432,899.6917913510458,1049.3555961905388,0.6234508935662043,15.708023480146736,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-14 14:00:00,1.2761818,314.24248,4.6460333,318.03264,311.12535,100.0,412.4236,275.31029,0.37656667,1212.1276581526035,754.3475168299823,816.6404880516191,939.7021265220828,0.6223333918307571,8.840335472556264,Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p)
1996-07-14 15:00:00,1.2790291999999999,303.8031,4.6468667,306.73296,311.20704,99.953333,554.70175,345.35006,0.759,1036.9902122938188,643.427134452752,707.9695601553517,799.5921698350551,0.6204756099187217,4.9533405356977,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-14 16:00:00,1.2844664,303.16399,4.1698,287.20134,310.4346700000001,98.40333299999999,653.65702,393.33763,1.2390333,839.2977077953882,518.2218816037456,581.1008441102109,641.4381662363104,0.617447035528045,3.2241075388021927,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-14 17:00:00,1.2889923,295.99079,5.2528333,303.1317,309.23155,96.3,474.78035,289.42245,1.6946332999999998,636.3228518453268,389.6711395020403,444.72405900430937,479.0582814762615,0.6123796094576829,3.4329416326216853,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-14 18:00:00,1.2923719,298.28476,4.8468667000000005,242.24202000000002,307.67195,92.273333,451.91887,273.00747,2.1861333,445.4559897595767,268.78879351439855,308.2449563803875,326.36479180766133,0.6034014575928597,2.4898133364311983,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-14 19:00:00,1.2966357,291.31121,4.0586332999999994,291.40794,305.85613,92.266667,126.4863,79.382339,2.1181667,282.70238565512796,165.71151091491438,181.28236365123607,196.16190852410242,0.5861694818418259,6.001669066750628,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-14 20:00:00,1.2966357,273.04458999999997,2.9232667,274.11984,307.73507,89.79333299999998,199.37281000000002,123.30923999999999,2.4945667,161.96138492261102,89.24221045098696,73.62121324387343,99.5691079380888,0.5510091834151024,2.1292898153821995,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-14 21:00:00,1.2954938999999999,241.92007999999998,2.5384333,247.54302,302.3581700000001,87.116667,123.19358000000001,80.988755,2.7792667,100.0,50.0,0.0,50.0,0.5,2.3693973378636213,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-14 22:00:00,1.2942790000000002,209.80391,2.8630667,232.7652,299.10528999999997,84.09666700000002,41.719596,30.258290999999996,2.5973333,100.0,50.0,0.0,50.0,0.5,8.725009935605062,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-14 23:00:00,1.2942790000000002,204.29077,3.4971,230.24466,299.31695,85.91,3.9524449,4.9705831,1.9320332999999998,100.0,50.0,0.0,50.0,0.5,-98.2184933243837,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-15 00:00:00,1.2942763000000002,206.09675,4.7996,232.18037999999999,299.12757,87.49,0.068772,1.5206948,1.3910333000000001,100.0,50.0,0.0,50.0,0.5,-68.87418532169893,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-15 01:00:00,1.2942176,211.62127999999998,6.5846,243.9144,303.008,85.95666700000002,0.0,1.0840621000000001,1.9808,100.0,50.0,0.0,50.0,0.5,-92.24563795745651,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-15 02:00:00,1.2942763000000002,223.85342999999997,6.9427332999999996,270.87426,305.59247999999997,87.883333,0.154737,0.98409953,2.4971,155.15616987462127,84.93224092059346,66.81962668392157,94.124935899697,0.5473984114793862,-187.0788277288356,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-15 03:00:00,1.2961004999999999,228.94829,7.9582,270.66222,306.68791,84.943333,2.7791528999999997,2.7279560000000003,2.9814333,272.2676047705844,159.1028163547034,172.61504292002377,187.81408381646747,0.5843619055919825,5318.048646902156,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-15 04:00:00,1.2951892,231.63801,9.6556667,247.13946,305.67046,77.773333,25.261206,15.79672,3.4733,432.28078732424734,260.44449863869,298.421416088587,315.82462985939793,0.6024891835947694,45.67398454857954,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-15 05:00:00,1.2951892,241.33867999999998,9.0143333,249.21197999999998,305.77443,76.71,63.96838,38.620688,3.1826333,621.4005574660815,380.22035306185165,434.3953861478044,467.12044597286524,0.6118764273599892,24.515074487495013,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good,Good,Good,-c2(p),Good,Good,Good,Good,Good,Good
1996-07-15 06:00:00,1.29558,223.97626,7.7949333,260.93574,305.87469,80.733333,120.09397,71.766708,2.6637,823.7504155936664,508.375263209322,570.9082465687377,629.0003324749331,0.6171472008823722,17.045253165670058,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-07-15 07:00:00,1.29558,236.03572999999997,8.525666699999999,257.18742000000003,305.8821200000001,80.1,266.82147000000003,155.90751,2.8496667,1021.9826453015622,633.9223420243227,698.518505964885,787.5861162412497,0.6202867973724423,9.214193103388986,Good,Good,Good,Good,-r3(p),Good,Good,Good,Good,Good,Good,Good,Good,-r3(p),Good,Good,Good,Good
1996-07-15 08:00:00,1.2959915000000002,221.44428,8.3861667,263.2716,307.1223700000001,79.03,417.54329,245.5994,3.0667667,1198.7563319488288,745.8790102342583,808.4629467453241,929.0050655590629,0.6222106948304299,6.9717879009764685,Good,Good,Good,Good,-r3(p),Good,Good,Good,Good,Good,Good,Good,Good,-r3(p),Good,Good,Good,Good
1996-07-15 09:00:00,1.2993833000000001,204.16055,7.9698667,258.82902,308.32921,79.402,509.33655,295.24028,3.0941332999999998,1338.3792300248306,834.3068456823925,893.2102073040201,1040.7033840198642,0.6233710348799375,6.251296344512823,Good,Good,Good,Good,-r3(p),Good,Good,Good,Good,Good,Good,Good,Good,-r3(p),Good,Good,Good,Good
1996-07-15 10:00:00,1.3016334999999999,208.22236999999998,7.5210333,253.5075,309.16842,78.76333299999997,651.40283,370.07325,3.1445667,1428.3318921086318,891.2768650021334,946.9588947019142,1112.6655136869051,0.6239984347659916,5.077076829633882,Good,Good,Good,Good,-r3(p),Good,Good,Good,Good,Good,Good,Good,Good,-r3(p),Good,Good,Good,Good
